Subject,Character,Text
SID000829,LylaGarrity,"Lyla Garrity is the captain of the cheer team and girlfriend to Jason. She is very dedicated to both her teammates but especially Jason after his injury, this is evidenced in how she is there with his family when they're visiting him at the hospital and how she chases after Tim, Jason's best friend, trying to convince him to visit Jason for Jason's sake.  
 Yeah and her constant visits to Jason in the hospital and she even goes as far as to spend her birthday with him. She does seem to start to crack under the pressure of in the third episode when Jason blows up at her and yells at her to leave and she runs into Jason's best friend on her drive home. She ends up crying in his arms and then kissing him.    
 In the fourth episode she tries to stay away from Tim and tells him that what happened between them was a mistake and that she was devoted and dedicated to Jason but it seems that feelings were developed between Lyla and Tim as they do seem to start kissing again in the 4th episode, despite Lyla's previous comments that she felt nothing towards Tim and was in love with Jason. It seems that Lyla  
 struggles so much with keeping up the perfect good girl image and Jason's injury and the rockiness of their relationship starts to get to her as the show progresses."
SID000829,MattSaracen,"Matt saracen is a sophomore on the Panthers football team. He is qb2 and gets thrown into the action at the end of the first episode after Jason gets injured and Matt has to take Jason's place. His father is an Iraq so Matt has a huge responsibility of taking care of his grandmother at the house in addition to all the pressure that starts to follow him once he 
 replaces Jason and everyone on his team and town looks to him not only to perform well but to uplift everyone in the context of everything else that's going around with everyone being so upset about Jason's loss. Matt develops feelings for his coach's daughter and this seems to be a sort of distraction for him as well as other things, but 
 he does take being QB seriously. This is shown when he does decide to go with his teammates and trash a rival team's car and then he refuses to give up the names of his other players to the rival team once they find him. He also ends up dropping a pretty important class in order to make more time for his personal life and taking care of his grandmother, as well as football."
SID000829,SmashWilliams,"Smash Williams really represents the stereotypical jockey football player who wants to advance his own agenda, remain popular, and get with as many girls as possible. He is quite disrespectful towards his coach in a few instances in the first few episodes and towards his others teammates. He really doesn't respect anyone who isn't in line with him and
 what he's doing and this is evidenced by him immediately taking Jason's quote-unquote spot at a local Diner that the entire team goes to shortly after Jason's injury, and this causes some tension between Smash and Jason's best friend Tim. Smash also has relations with Tim's girlfriend which I think shows in a way that he
 does not care much for certain teammates and what they think of him and he is about advancing his own agenda. I will say that in one scene in the third episode, the boys are called for a late night practice and they start to struggle with running up the hill and Smash does seem to rally them all together and after the rival team destroys the Panther's locker room Smash is the one who organizes a retaliation  
 against that team and gets a bunch of teammates to go back to the quarterbacks house and destroy his car. So he seems to put up a front of not caring about anything but maybe deep down, under his facade his character does."
SID000829,TamiTaylor,"Tami Taylor is the wife of Coach Taylor. She faces a lot of pressures being his wife initially just in being a sense of being a source of refuge for him when he's struggling with things on the team and with the town and her role in doing that gets augmented after Jason's accident. Her husband comes under a lot of  
 pressure from the town and she feels the need to make sure she's upholding an image of the wife who is holding the family together and who's there for her husband I think this is shown in her deciding to go to book club meetings that she doesn't seem to actually have much interest in but she does want to have good relationships with the mothers of the other sons of the other players on the
 football team. When Coach Taylor springs a house party on Tammy she gets very stressed but pulls everything together very quickly with cooking and cleaning and organizing the house so that things could be as well prepared and organized for the team and their family members. Simultaneously she tries to be a good mom for her daughter, going to as many recitals as possible, reminding her husband about recitals, and making up where he lacks 
 in communication with her daughter so she really seems to be doing several shifts of both being a mom, a confidant, a worker, and an organizer, and kind of the glue for the family when things start to fall apart for her husband after Jason gets injured."
SID000829,TimRiggins,"Tim Riggins has an unstsable family life in the show. He lives with his brother, it doesn't seem that there are any parents around and his brother is largely emotionally abusive or aggressive towards him this likely in some ways contributes to the fact that Tim drinks quite a lot for someone of his own age, often showing up to practice smelling of  
 alcohol and using it to cope with issues that are not revealed maybe in the first few episodes. Tim is close to Jason and suffers a lot, after Jason is injured, from guilt that he should have been able to protect Jason from getting tackled. This guilt leaves him unable to even visit Jason in the hospital and he just spends his weeks drinking and going to practice 
 and not even performing to the best of his ability because of his unmet feelings and needs in the situation he is shown really upset in one scene re-watching the play, crying, which just shows how much guilt he feels about the situation. Tim does go on to kiss Jason's girlfriend, Lyla, in a moment when they are both crying over what has happened. And I believe this will just cause more difficulties for him and  
 Jason's relationship as well as internalized feelings he has about himself once more of the information eventually does come out."
SID000829,TyraCollette,"In the first few episodes Tyra seems to have an unstable relationship with Tim, this grows more rocky as Jason is injured at Tim becomes more withdrawn, and Tyra hooks up with Smash, one of Tim's teammates. She does seem to care a lot about Tim and Jason, I think this is evidenced by the scene in which she drives after Tim
 who is drinking during the day and playing beer golf and she tries to convince him to see Jason and spend time with him. She also gives him the ultimatum that if he continues to not care and lets her walk away she will no longer be there for him. So she does seem to actually care about their relationship and being serious with each other but maybe is more guarded because of how withdrawn Tim is.   
 Tyra doesn't seem to have a relationship with Lyla or any of the other girls, it seems that a lot of girls are wary of her and distrusting and she kind of seems like a Lone Wolf during the first few episodes of the show who does care about everyone beneath the surface but for various reasons is unable to or too scared to show 
 how she actually feels."
SID000576,BuddyGarrity,"Buddy is kind of obsessed with this high school football team. He treats it like it's a professional team and kind of fails to realize that these kids are just high schoolers too. He's the father of a cheerleader for the team who, and the cheerleader also happens to be dating the team's quarterback. Buddy  
 seems like he's kind of ruthless and doesn't really have a strong moral compass. He will do pretty much anything to help the team win, even if that means breaking rules, stuff like that. He also kind of neglects his family in favor of this football team,
 which is interesting. He is the kind of guy who pokes fun at other people and thinks it's funny or or just kind of ... he tries to scare or not scare but he warneds  
 Coach Taylor about how if he loses again like he's not going to make it very long here, or he's going to lose his job or how how he's making bad calls you know that kind of thing, he's just a very critical guys. He doesn't play a huge role in the show but not my favorite character."
SID000576,CoachTaylor,"Coach Taylor seems like very much the stereotype of a manly man. He really cares about football, he's super super into it, he's super super into the game and the team. He seems like a pretty good coach but he is definitely has the coaching style where he definitely shows a lot of tough love on his team which maybe 
 is what he feels like you have to do for football. But he also is capable of having more emotional interactions with his team too. He obviously loves his wife and his family but sometimes gets distracted or a little bit too caught up in his job to be a good father 
 slash husband, not that he's like a bad father or husband, he just gets sidetracked by his job. It also seems like he cares a lot about both his job because he wants the team to do well, but also because he's worried about providing for his family he really needs the job in order to provide for his family 
 and he might get fired if the team keeps doing poorly. It also seems like he has pretty high morals and a strong sense of right and wrong. For example he's very unsure about kind of recruiting a player from New Orleans even though it's against league rules. Seems like all around a pretty good guy."
SID000576,JasonStreet,"Jason Street is the, was the star quarterback of the football team. He is very athletic, very popular guy, everybody seems to like him, seems like he's generally a pretty nice person. He gets hurt playing football and still shows that he cares about 
 the team and what like doesn't believe that the world revolves around him. He's obviously frustrated with his situation which sucks, but he also, it also seems like he has a lot of determination and will to get better. He also gets frustrated with the people around him who are just being 
 kind of falsely positive and optimistic all the time, which is also understandable. He seems generally like an all-around very good dude who was close with his coach I think he's close with his family. He is accepting of people who are different like Matt Saracen who  
 is his replacement for the time being. And a lot of people make fun of this kid, Matt, but but Jason believes in him. Jason is also friends with Tim who's kind of an angsty, rebellious guy and he accepts him for who he is so yeah."
SID000576,JulieTaylor,"Julie Taylor is Coach Taylor's daughter who he seems to be relatively protective of. She she does dance, she sometimes watches football games, but it seems like she loves her father but gets kind of exasperated with him for not, for paying too much attention to football and not really paying much a lot 
 attention to his family or her. Her dad kind of forgets about like her dance recital and stuff like that and I think that really hurts her cuz she just wants him to care about what she's doing too and not just football. Matt Saracen has a really big crush on Julie and I'm not sure if she knows that he likes her she might be getting the 
 idea that he does like her and I think she might like him back. ... She ... isn't super loud but seems like a smart, good person. Seems like she has a lot of spirit too.  
 Like she's like a pretty fun loving person. She dances, as I said, and seems to really like that. Yeah. She also is very helpful to her mom and very caring for her mom like when her mom is really stressed about this big party she's there to help her out and help relieve some stress."
SID000576,LandryClarke,"Let's see Bobby is Matt Saracen's best friend, he's not on the football team I don't believe, but he supports it. He's a pretty funny guy, a little bit dorky, doesn't seem to be very popular but is probably really smart. Hhe's there to support Matt as his friend 
 and is really excited for Matt which is nice to see. He seems like a very nice guy, doesn't play a super big role. He ... he's got a good sense of humor ... he
 and his friend Matt kind of banter back and forth a little bit. ... Yeah, seems like a good person, in general. He also is there for Matt as Matt tries to juggle a bunch of things like taking care of his grandma and football. He gives 
 Matt advice about what he thinks he should do. ... what else about him.... he likes girls and would like to have a girlfriend but most of the girls don't really talk to him."
SID000576,LylaGarrity,"Lyla is a very pretty girl who is kind of trying, it seems like she's trying to do it all and have it all. She's captain of the cheer team, she was dating Jason Street who was quarterback for the football team, she seems like very type A, very organized, very neat, she's super optimistic and super upbeat kind of excessively so like to her own detriment 
 where she's unwilling to recognize or accept that life isn't going to turn out the way she planned or that things have gone wrong. She has a really really big heart, she just obviously cares so so so much for those around her, especially her boyfriend Jason, and is doing everything that she can 
 to help him but seems like she might be a little bit out of touch with reality. She also kind of maybe possibly has feelings for another guy who happens to be her boyfriend's best friend and when she gets really stressed  
 or she's been under a lot of pressure with everything that's happening to her boyfriend and eventually ends up making out with his best friend kind of as a, it seems kind of like as a stress release maybe or just like something like that. So, but she doesn't want anybody to know about it."
SID000576,MattSaracen,"Matt Saracen seems like a very very very good guy. He's young, he's a sophomore, and he's been kind of thrust into this position of quarterback and there is a lot of pressure on him he's kind of receiving pressure from all angles both in football but also at home because his dad is in, his dad is overseas in the military and he is kind of 
 tasked with taking care of his grandma who has pretty bad dementia and needs to take a lot of pills and needs a lot of attention. But Matt just works so so so hard to help his grandma, and work a job, and play football, and get good at football and please his coach, and do well in school. He's smart and I think he gets his grades and take hard classes, He 
 isn't your, isn't like a lot of the guys on the football team in that he has other interests outside of football. They mentioned that he was into art and music. But he has kind of thrown himself into football and doesn't really have time to do those other things. He's kind of a social outcast to some extent, he isn't popular he's kind of shy, scared,  
 doesn't, isn't super talkative or anything like that and isn't super impulsive. I think he's easily not manipulated, but influenced, by those around him, like his teammates convinced him to go trash the rival teams car. He's also super loyal and will not rat any of his teammates out for anything..."
SID000576,SmashWilliams,"... So Smash is a very confident member of the team. He doesn't really get along with everybody very well and kind of starts to cause problems between team members by trying to take control and kind of assigned  
 himself the role of captain. He seems like a good speaker like, and good at typing the team up but he doesn't, he doesn't seem like he's good at listening to other people. He is the one he has a he has a big party that a lot of people go to. He  
 is the one who wants to go trash the rival teams car... He is not very kind to a lot of people ... or he could be kinder to Matt Saracen and Tim. Tim and Smash 
 have a lot of tension between them because I think Tim sees, thinks that Smash is trying to replace Jason and kind of take advantage of this of Jason's injury to to elevate himself ,,, which kind of does seem like what he's doing to be honest."
SID000576,TamiTaylor,"Tami Taylor is the wife of the head football coach. She works as a guidance counselor at the same school and she has a daughter who's also in high school. She seems like a pretty down-to-earth practical lady and she's trying to support her husband as he does his job as head coach, but he's not always super supportive of her and what she does and that 
 frustrates her, understandably. So, I think she kind of, she puts up with a lot but she's also willing to bring up bring it up to her husband when something upsets her, so there's that. She seems like a very hard worker and very loving and open but she's not as football crazy as everybody else 
 in the town seems to be. She ... is very compassionate and also it seems like pretty passionate about her job as a guidance counselor. She really wants to make sure that the kids are doing well and even if that means not being obsessed with football. She ... 
 everybody in the show is very I don't know seems to adhere to the southern stereotype, maybe it's just the accent I don't know. She's ... Tammy Taylor is ... organized but not too organized, yeah."
SID000576,TimRiggins,"Tim Riggins is kind of the angsty rebel of the football team. He is best friends with the quarterback and they kind of balance each other out in a way I think. He kind of has, he comes off like a like an angsty bad boy, but and he is super stoic and doesn't want to show emotion, 
 super man's man excetera excetera, but I think he has a softer side underneath and actually feel emotion really really deeply, but doesn't really know how to express it and is super uncomfortable expressing it. I think that he ... well in the show he blames himself for his best friend, the quarterback of a football team, 
 getting hurt and really beats himself up about it, but doesn't talk to anybody about it. He's kind of quiet he's not very commicative and really like kind of like a macho manly man in some ways. He's also very mysterious, probably because he doesn't talk a lot and so you don't really know what's going on with him. He falls in love  
 with his best friend's girlfriend. He gets kind of impulsive because he's willing to act on his feelings for this girl even though she's dating someone else maybe that goes along with the bad boy thing ... yeah. ... He also doesn't look,  he looks kind of grungy,"
SID000576,TyraCollette,"Alright so Tyra is a very pretty girl who is dating kind of the school or the football teams rebel, but they end up breaking up because she doesn't like what he's doing and I think that really shows that she isn't going to take, she's isn't going to take any BS from anyone. She is kind of promiscuous,
 she also seems like she has a very caring heart. She goes to visit this guy who gets hurt playing football and she, she really tells him how sorry she is for him but also she isn't pitying him which is different from the how the rest of the characters treat him. She's very much a realist, she's not gonna
 tell you something that's fake, like she'll give give you give it to you straight. She seems like she has a little bit of a temper like she likes to get things her way, but she stands up for herself and she stands up for what she wants. She's just seems like a very 
 confident woman, young woman, high schooler. She really doesn't seem like a high schooler, she seems much older than a high schooler, at least that's the impression that I got. Other than that, yeah, she doesn't come off as studious but she does seem smart."
SID000836,BuddyGarrity,"Okay I really don't like this guy and he's really annoying. He really the only thing he cares about, and it seems like he doesn't even care about his daughter, is winning football games and I really would like to know why he cares so much about this football team maybe it was said, but I don't remember because he's just annoying. First off the conversation he had with his wife when Lyla was listening to him about
 Jason and how she'll get bored and leave him, was just totally awful and I don't think I've seen him have one interaction with his daughter in all of the episodes we've watched maybe he had a couple but nothing charismatic or like he seemed to care about her at all or his wife actually. But I can tell you one thing, he does care about football cuz he goes out of his way to make sure the coach goes to meet Voodoo at
 X-place and make sure that Voodoo gets on the team because we got to win football games, that's the most important thing football is number one always, no matter what. And he's really moved on from the fact that Jason is hurt. I don't remember him talking about him at all after, yeah a couple episodes he just doesn't care, moved on, Jason's gone and we got to win football games and
 I feel like that's his mentality always. And I don't know if he really likes the coach. I'm still trying to decide that, but as long as the coach does what he wants he likes them. If not, well then by but I guess that's his personality with everyone it seems so..."
SID000836,CoachTaylor,"Okay so Coach is really the main character of the show and he's actually got a lot going on. Not only does he have to deal with his like family stuff and being the coach of a football team, he also has to deal with like the pressure of all these white men whose only objective or goal is for the team to get to State or Nationals or whatever and win all the time, they don't care about the players, they don't care about 
 anything they just want the team to win. Which is why I think that coach has such a hard time dealing with them and working with them he kind of doesn't want to put up with their BS he just wants the best for his players and you know he wants to win too but he just has a different way of doing it. He seems to really care about Saracen which I think is really cool. He's really pushing him to get his best potential cuz he seems to know that the kid can do it just the kid has to find 
 in himself and work towards the same goal. Yeah he really cares about his players and he's a real hard ass, he does not care about anyone else's opinion it seems and he just does what he thinks is right and he seems to be a real mentor to his team even though sometimes they hate his guts and he seems to be really good husband and a good dad to his daughter and I don't know he just has a lot going on 
 all the time. ... Oh also he he just seems unafraid, basically I mean he's kind of afraid of losing but unafraid to like face people or voice his opinions or whatever."
SID000836,JasonStreet,"Okay so Jason started out as this untouchable-seeming star quarterback for his team, irreplaceable, and then he got seriously injured in the first game we saw in the season and he became paralyzed basically from his shoulders down but as of right now they say he's going to regain ability to move his arms and his hands but not his legs. 
 He has a girlfriend, Lyla, and two parents seem to be really supportive, but he seems to be really stressed, he did yell at his girlfriend and basically tell her that nothing is going to get better and he seems really down. Your kind of conditioned to feel really bad for him because all these terrible things are happening to him and nothing good has really happened to him yet I mean his girlfriend's cheating on him, he's paralyzed, he went from the hospital to the rehab
 facility and he really doesn't seem to like the rehab facility but we did see a glimmer of hope there when he and his roommate irritated him and he kind of knocked the soda up towards him so hopefully that's a sign that he'll get his mobility back maybe even in his life sometime but he still wears a neck brace and he's just very immobile at this point so how could you be happy when basically all that you've known is taken
 away from you but he's super supportive of his team which is really cool actually because I feel like if you get paralyzed and you, everything is ripped away from you, it takes a lot to be so supportive of what you knew and has been ripped away from you so he's annoying sometimes but he's cool."
SID000836,JulieTaylor,"Okay so Julie is the coach's daughter you know remember the one Saracen has a really big crush on, the one that or yeah Saracen has a big crush on her. I really like her she seems really down-to-earth and reserved and to herself even though she's always doing the right thing, always helping her parents, doing her work and she seems really really sweet and actually I think she likes  
 Saracen too, I think they're going to end up together, but I think ... she's a great character to have on the show. She kind of centers the mom and the dad and reminds coach that you know he has his own life outside of football even though he often forgets that. So yeah also once Coach told
 Saracen to get her in the back of a car in order to forget about her which is quite funny cuz he didn't know he was talking about his daughter when he was telling him to get his crush out of his head. So yeah, I think her character is going to develop I don't think she's fully there yet."
SID000836,LandryClarke,"Okay so Landry's, I classify him as the airhead of the group. He seems like he thinks, I don't know, he seems like he thinks he knows what he's doing but when he's giving advice to who I think is his best friend, the quarterback who replaced the quarterback who broke his back, he just seems very lost in his own thoughts and confused. 
 But yeah, I feel like he's also pretty irrelevant to the main plot of the story I mean he's part of the team but I don't see how his character plays a huge role in the main plot of the story."
SID000836,LylaGarrity,"Okay so at first I really didn't mind Lyla, but now she really annoys me okay, anyway, let's start from the beginning. She started off, she's a cheerleader and whatever and she's the star quarterback girlfriend so she's got a pretty nice life and once her boyfriend becomes, you know, paralyzed in the hospital her life really turns upside down which is understandable but she was really supportive of him, 
 she spent her birthday in the hospital with him and she even took flack from him and she seems to really love him until she ends up cheating on him with Tim who is literally just awful, but I guess you could say it's because she's emotionally distressed and doesn't know what she wants for the rest of her life and basically has these false hopes and beliefs that Jason is just going to get better and everything is going  
 to be the way that it was and it really probably isn't, so maybe she's coming to that realization, but the first time she kissed him I was like okay like fine but the second time I just feel like there's really no excuse and now not only is she hurting Jason she's also hurting herself and Tim so, I don't know what's going to happen and at first I could I felt like I could defend why 
 she was cheating on Jason but now I'm just kind of disappointed. But I don't want to take away from the fact that her situation is pretty awful and stressful so ... and the fact that she overheard her parents say that she needs to like basically throw Jason out is like pretty awful too."
SID000836,MattSaracen,"Okay so Matt has a lot going on. Okay not only did he have to replace the football team Star Quarterback his dad is also in Afghanistan and his grandma has some sort of dementia maybe Alzheimers, I don't know they haven't really said the details yet and he lives alone with her so not only does he have to take care of her he has to deal with the pressure of being the star football player and replacing the old star football player and he doesn't seem 
 to be able to focus. One because he has a huge crush on the coach's daughter which is great and 2 because he has to worry about his grandma who is now leaving the house and roaming around the neighborhood taking baths in other people's houses. He's under a lot of pressure to be the best quarterback especially since they've recently recruited a new quarterback and I like his character. 
 His character's a pretty nice guy ... yeah ... I guess that's it.... Oh he's been doing a really good job staying loyal to his team I didn't expect him to beat up or get beat up and not say names but he did and it seems like he's really gaining a reputation with the team and with the coach so that's good. 
 What else can I say about him... I feel bad for him I feel like everyone expects him to fail except for the coach but it must be hard it's a lot of pressure and he doesn't have parents around."
SID000836,SmashWilliams,"Okay so Smash is one of the guys on the football team he is actually I think pretty irrelevant to the plot except for the fact that he likes to talk trash about the coach on National Television. He also recruits all the team members to go and smash the car of their rival team after they vandalized their locker room. Yeah... he's a pretty interesting  
 character I guess, but I'm not sure where his character will go from here through the rest of the show so ... oh and I guess should say I think he's pretty annoying."
SID000836,TamiTaylor,"Great so Tami is the coach's wife and at first I kind of labeled her as like just the coach's wife, but then she gets a job as the counselor at the school and she really starts to hold her own. She starts to like tell him that he needs to be more compassionate with the players and she's actually a really really good wife and mom I mean she hosts this party for a hundred people with two days notice. She seems to really be playing a  
 part in the show, I mean she's helping out the quarterback who came back or the quarterback without the broken back and she's also seems to be juggling a thousand things at once she's managing her husband's life, her life, and also reminding her husband about her daughter's life and what's going on in her life. Yeah I really like her ...
 She's like a pillar of strength for Coach it seems. He really cares about her and  
 he really cares about her and she really cares about him and they just seem to have a good relationship going, which is encouraging. ..."
SID000836,TimRiggins,"Okay so at first I felt bad for Tim, but like now I don't really feel bad because I guess at the beginning he kind of blamed himself for the injury of his best friend and he was kind of drinking his sorrows away and he was super depressed and all that stuff, but now he's really blowing it out of proportion because he's making out with Lyla who is actually his best friend's girlfriend and the only person who's really 
 consistently visiting his best friend in the hospital and he's telling her that he's in love with her when she clearly is trying to break it off so she doesn't hurt his best friend and her boyfriend oh my gosh, so complicated. I also feel bad for him no longer because he's choosing to drink, he's choosing to kiss this girl who he's really not supposed to be, and he's hurting his best friend  
 continuously and he still hasn't gone to visit him in the hospital. And I just don't like him. ... he's annoying. ..."
SID000836,TyraCollette,"Okay I don't really have a lot to say about Tyra cuz I feel like we didn't learn much about her, but she is being a really good friend to I don't know his name, the quarterback who got hurt and encouraging her now ex-boyfriend to go see him even though he's a growing alcoholic who doesn't care and I guess we should feel bad for him because he blames himself for the injury of his best friend but he neglects to go see him in the hospital
 and so the fact that she's encouraging him to go see him and is recognizing that what he's doing is pretty horrible I guess encourages me or pretty much makes me like her a bit more. She also goes to visit the quarterback who's hurt in the hospital which I thought was pretty cool because she acknowledges that she doesn't really talk to him and she knows that they're not really friends, 
 but she goes to see him anyway and apologizes for her boyfriend which is totally unnecessary but I guess it's a sign of good character. Yeah, but I feel like she's going to end up back with him sooner or later even though he's in love with Lyla, whatever. ..."
SID000839,BuddyGarrity,"Buddy is Lyla's father. He is really invested in the football team and once played on the the town's team when he was younger. He is probably 45 or 50, he owns the car dealership and so he's pretty well off in the town, but even though there is a mayor of a town he kind of almost like makes himself 
 the pretend mayor and does whatever he wants but football is also his life and he seems to not really pay attention to the issues going on in Lyla's life but more just on the football team and what they need and stuff like that. ..."
SID000839,CoachTaylor,"Coach Taylor is the town's football team's coach. Football and the team is his life to a point where he is never happy. He does not seem like a great father or  great husband; all he cares about and spends his time doing is football related. He seems like he neglects his daughter and wife and doesn't 
 appreciate them. He's really hard on the team and but also wants the boys to be good people in a sense, so he definitely pushes them, but he's also feeling a lot of pressure from the town people because everyone is obsessed with football and he has to win or else he has to move. He has dark hair and  
 is an attractive man and ladies in the town think he's attractive to, but he's so focused on football and then his family that that doesn't matter. ... He seems like a good coach, dedicated, he's not afraid to do what he wants, which is good. He doesn't 
 necessarily listen to the townspeople or the assistant coaches so he's definitely in charge. ..."
SID000839,JasonStreet,"Jason Street was the star quarterback and basically like an All-American boy and kind of like the dream like a dream combination. He was very put together but also very humble about his football abilities and and he was almost like a god in the town and everything in his life like seems like perfect with Lyla and football and Notre Dame
 and then after the accident everything kind of like fell apart and he's having trouble coming like to terms with his accident and also like with his relationship with Lyla, but he comes from like a stable family like a nice put together family and that also has been really hard on them. But, he is 
 he has a good build and is muscular and has brown hair and like people rave about him, or they like rave about his football like even like around the country but he was really humble and I think now he's just kind of not really sure where to go because like his whole life has been football and now he kind of has nothing, yeah. ..."
SID000839,JulieTaylor,"... Sorry, Julie is the daughter of Coach Taylor abd
 she's awesome but also very quiet and kind of does her own thing and she's like reserved from the football players because of who her dad is. And she dances and has blonde hair and is pretty and she is like always reading, she's yeah, 
 she seems smart and driven and she's a little sassy and like funny to her parents and to other people and she still supports the football team and goes to their games but for her football is not necessarily her life except for the fact that her dad is the coach but other than that she, she like definitely does her own thing and is a cool girl. ..."
SID000839,LandryClarke,"Landry is a really nice and funny guy. He's best friends with Matt and the two of them are a little duo. Landry is always pushing Matt to do scarier things and like take risks and he kind of lives like vicariously with the whole sports thing through Matt. But, 
 he's really funny ...yeah. ... He has red hair ... He ... he has a 
 car. He's definitely funny, does his own thing too. ... Matt's grandma doesn't really like him. ..."
SID000839,LylaGarrity,"Lyla is supposed to be perfect, basically, and she comes off very innocent and naive kind of about the world, but she's like very popular and very pretty and dates or dated like the star quarterback in her mind and everything was perfect.
 She's a cheerleader and so she's very peppy and her home situation her dad is like a popular man in the town and has a car dealership and so they're pretty well off and it basically everything about her life is supposed to be perfect like her home, her boyfriend, school. And she tries to 
 keep it that way even after her boyfriend's accident, but things totally change after that. She has brown hair and is a little, she's tan. I haven't seen her often with girls so I don't know if she actually has friends besides her boyfriend, but ...
 she seems caring about Jason her boyfriend but just seems most invested in that and not as much other things. ..."
SID000839,MattSaracen,"Matt is a really good person, so sweet and so cute. He's really sweet with his grandma and he has to take care of his grandma who has like Alzheimer's or dementia or something and they never discuss what happened to his mom but his dad is deployed and so he kind of is the man of the house 
 and has to worry about the stress of school and football and taking care of his grandma. But he's just such a sweet quiet guy, still likes to have fun he's just really quiet to begin with. And he is now playing quarterback, which he's doing okay 
 but he feels that no one really like wants him to be the quarterback or believes in him which is a kind of true but he needs to work harder and he needs to and he has a crush on the coach's daughter and the crush is really cute. ... and ...  
 He is like a normal height and has like dirty blonde like short hair, not dirty blonde, I'd say brown hair. ... yeah. ..."
SID000839,SmashWilliams,"... Smash is a football player. He's really talented but also very very arrogant and cocky. He is cocky about pretty much everything, but especially football and girls and now that Jason is injured he's kind of made
 himself the captain. He is black and lives in like a poor part of the town with his siblings and he lives like, he has a mom at least, but for like their family and for him like football is his life and that's kind of his ticket out and cuz he has like hope to go to the NFL, 
 but overall he's like really not friendly to people and him and, what's his nam, Tim Riggins, don't get along. But also I bet deep down he's a good person as well, it just it's just different you know. ... 
 And so far he hasn't really gotten along with Coach Taylor just because Smash doesn't really like to listen to anyone or like just thinks he's so good that he doesn't need it. ..."
SID000839,TamiTaylor,"Tami is awesome. She is Coach Taylor's wife and Julie's mom and she is really funny, she's really pretty and like hot, she is like tan and has dirty blonde hair and she kind of, she puts up with her husband's like obsessiveness with football 
 so she's definitely a really good wife. She is now a counselor at the school, so she's like easy going and like talkative and likes helping people. She's like funny, and witty. She also has to put up with like everyone's like questions from the town like of either like inviting her to like book clubs or 
 just like who they think her husband's gonna play. So she definitely puts up with all the football talk, it seems like a really hard situation so she's really patient ... as a wife. ..."
SID000839,TimRiggins,"Tim Riggins is a football player. He's very talented, but does not put a lot of effort into the anything. He always appears like he doesn't care about anything or is not interested in basically being a good person or nice. However he seems,  
 there seems to be something deeper that like something is bothering him, but for the most part he just does his own thing and doesn't really seem to care about much. He lives with his older brother and and they kind of grew up in not necessarily a great home situation and he drinks a lot. He's very attractive and definitely is 
 interested in girls ... but again he doesn't seem very interested in a lot of things just kind of pissing people off and doing whatever he wants ... he has
 long brown black hair in like a jaw, a squared jaw almost and has a good build and he's in love with Lyla Garrity and his best friend is the boy who got injured."
SID000839,TyraCollette,"Tyra is very attractive, but she also knows that and uses that. It seems like her priority is boys. She seemed like she dated Tim Riggins for a little bit but also seems like she may have not becasue she is with other people. She seems kind of like she
 enjoys causing trouble and drama. But she has blonde hair and is tan and is definitely like a hot person persay, but she she seems like a little more trashier like is kind of like the exact opposite of Lyla 
 and I feel like she has insecurities inside that kind of make her be mean, but that like deep down she is a good person and wants to be a good person but it's just hard for her to get there right now. ..."
SID000841,BuddyGarrity,"So I'm not totally sure like a lot about Buddy's character. I know he's Lyla's dad and it seems like he works at like a car dealership her owns it or something like that and for some reason that's connected to Coach Taylor like I think they either used to work together there or something like that. And I don't totally understand why, but it seems like he has like a lot of 
 say in who's on the team and how the team runs so when the other like recruit from New Orleans comes in, he is the one that like goes over there and tells him to come and play for the team and ends up like getting him on the field and just being like okay you're on the team now and I don't know really know like why he
 is able to do that and why he has so much say in how it runs. Maybe he likes donates a lot of money or something to the team, I don't know. He sort of just like pops up at random times and like random places. You know, he's always like at the game ? sort of there a lot at the practices and like behind the scenes as well so. ..."
SID000841,CoachTaylor,"So Coach Taylor is like sort of a character I don't really like it all. He seems like extremely self-absorbed and like way to focused on football at the expense of things that probably should be a little bit more important like his family. You know, so like when his wife Tammy wants to get a job and then ends up being the guidance counselor, he's like upset with her because she's working at the same school which he doesn't 
 own the school, like he's just a football coach but in his mind this seems to be the most important thing in the whole place and then sort of like, undermines what she does and pretends like it's not real work. And then throws this party and gives her like a day or two notice and doesn't even tell her how many people are going to be there so she's totally caught off guard and unprepared even though she's like working really hard to get everything done in time. And then when she's mad because like a bunch of guys are like basically destroying her house
 and you know, she has to work so hard and she's like cleaning up and he's like you needed to stop being mad and you need to come out there and like get over it which is like not okay. And then, you know. he totally forgets about his daughter's dance recital which was really important to her and important for her to have him there. So it just seems like overall he really only cares about himself and football and everybody else is suffering for it and at the end 
 he starts to like get better as far as really caring about the kids and trying to like coach them and make them better and that's like sort of her doing but again it still plays into the whole like him and football are the most important things mindset that he has going on."
