SID,character,dimension,rating
SID000576,JulieTaylor,stubborn,54
SID000576,LandryClarke,stubborn,32
SID000576,LylaGarrity,stubborn,92
SID000576,MattSaracen,stubborn,23
SID000576,SmashWilliams,stubborn,73
SID000576,TamiTaylor,stubborn,78
SID000576,TimRiggins,stubborn,94
SID000576,TyraCollette,stubborn,73
SID000576,BuddyGarrity,trustworthy,8
SID000576,CoachTaylor,trustworthy,68
SID000576,JasonStreet,trustworthy,93
SID000576,JulieTaylor,trustworthy,65
SID000576,LandryClarke,trustworthy,82
SID000576,LylaGarrity,trustworthy,35
SID000576,MattSaracen,trustworthy,100
SID000576,SmashWilliams,trustworthy,21
SID000576,TamiTaylor,trustworthy,84
SID000576,TimRiggins,trustworthy,26
SID000576,TyraCollette,trustworthy,69
SID000836,BuddyGarrity,annoy,100
SID000836,CoachTaylor,annoy,0
SID000836,JasonStreet,annoy,50
SID000836,JulieTaylor,annoy,0
SID000836,LandryClarke,annoy,64
SID000836,LylaGarrity,annoy,50
SID000836,MattSaracen,annoy,0
SID000836,SmashWilliams,annoy,91
SID000836,TamiTaylor,annoy,0
SID000836,TimRiggins,annoy,97
SID000836,TyraCollette,annoy,50
SID000836,BuddyGarrity,appearance,85
SID000836,CoachTaylor,appearance,15
SID000836,JasonStreet,appearance,57
SID000836,JulieTaylor,appearance,80
SID000836,LandryClarke,appearance,71
SID000836,LylaGarrity,appearance,50
SID000836,MattSaracen,appearance,41
SID000836,SmashWilliams,appearance,72
SID000836,TamiTaylor,appearance,50
SID000836,TimRiggins,appearance,50
SID000836,TyraCollette,appearance,72
SID000836,BuddyGarrity,attractive,0
SID000836,CoachTaylor,attractive,60
SID000836,JasonStreet,attractive,76
SID000836,JulieTaylor,attractive,75
SID000836,LandryClarke,attractive,50
SID000836,LylaGarrity,attractive,50
SID000836,MattSaracen,attractive,92
SID000836,SmashWilliams,attractive,50
SID000836,TamiTaylor,attractive,73
SID000836,TimRiggins,attractive,16
SID000836,TyraCollette,attractive,50
SID000836,BuddyGarrity,brag,85
SID000836,CoachTaylor,brag,11
SID000836,JasonStreet,brag,16
SID000836,JulieTaylor,brag,4
SID000836,LandryClarke,brag,67
SID000836,LylaGarrity,brag,50
SID000836,MattSaracen,brag,50
SID000836,SmashWilliams,brag,72
SID000836,TamiTaylor,brag,8
SID000836,TimRiggins,brag,52
SID000836,TyraCollette,brag,32
SID000836,BuddyGarrity,charismatic,15
SID000836,CoachTaylor,charismatic,68
SID000836,JasonStreet,charismatic,60
SID000836,JulieTaylor,charismatic,80
SID000836,LandryClarke,charismatic,60
SID000836,LylaGarrity,charismatic,50
SID000836,MattSaracen,charismatic,78
SID000836,SmashWilliams,charismatic,26
SID000836,TamiTaylor,charismatic,80
SID000836,TimRiggins,charismatic,11
SID000836,TyraCollette,charismatic,69
SID000836,BuddyGarrity,empathy,11
SID000836,CoachTaylor,empathy,72
SID000836,JasonStreet,empathy,53
SID000836,JulieTaylor,empathy,70
SID000836,LandryClarke,empathy,62
SID000836,LylaGarrity,empathy,50
SID000836,MattSaracen,empathy,66
SID000836,SmashWilliams,empathy,36
SID000836,TamiTaylor,empathy,74
SID000836,TimRiggins,empathy,33
SID000836,TyraCollette,empathy,64
SID000836,BuddyGarrity,funny,13
SID000836,CoachTaylor,funny,74
SID000836,JasonStreet,funny,20
SID000836,JulieTaylor,funny,73
SID000836,LandryClarke,funny,64
SID000836,LylaGarrity,funny,50
SID000836,MattSaracen,funny,34
SID000836,SmashWilliams,funny,75
SID000836,TamiTaylor,funny,50
SID000836,TimRiggins,funny,19
SID000836,TyraCollette,funny,27
SID000836,BuddyGarrity,hardworking,43
SID000836,CoachTaylor,hardworking,95
SID000836,JasonStreet,hardworking,83
SID000836,JulieTaylor,hardworking,83
SID000836,LandryClarke,hardworking,33
SID000836,LylaGarrity,hardworking,50
SID000836,MattSaracen,hardworking,81
SID000836,SmashWilliams,hardworking,23
SID000836,TamiTaylor,hardworking,100
SID000836,TimRiggins,hardworking,9
SID000836,TyraCollette,hardworking,23
SID000836,BuddyGarrity,impulsive,97
SID000836,CoachTaylor,impulsive,73
SID000836,JasonStreet,impulsive,29
SID000836,JulieTaylor,impulsive,36
SID000836,LandryClarke,impulsive,74
SID000836,LylaGarrity,impulsive,50
SID000836,MattSaracen,impulsive,80
SID000836,SmashWilliams,impulsive,80
SID000836,TamiTaylor,impulsive,13
SID000836,TimRiggins,impulsive,88
SID000836,TyraCollette,impulsive,28
SID000836,BuddyGarrity,independent,20
SID000836,CoachTaylor,independent,96
SID000836,JasonStreet,independent,35
SID000836,JulieTaylor,independent,78
SID000836,LandryClarke,independent,32
SID000836,LylaGarrity,independent,50
SID000836,MattSaracen,independent,98
SID000836,SmashWilliams,independent,59
SID000836,TamiTaylor,independent,100
SID000836,TimRiggins,independent,79
SID000836,TyraCollette,independent,75
SID000836,BuddyGarrity,intelligent,75
SID000836,CoachTaylor,intelligent,83
SID000836,JasonStreet,intelligent,77
SID000836,JulieTaylor,intelligent,87
SID000836,LandryClarke,intelligent,27
SID000836,LylaGarrity,intelligent,50
SID000836,MattSaracen,intelligent,77
SID000836,SmashWilliams,intelligent,50
SID000836,TamiTaylor,intelligent,93
SID000836,TimRiggins,intelligent,43
SID000836,TyraCollette,intelligent,69
SID000836,BuddyGarrity,outgoing,87
SID000836,CoachTaylor,outgoing,38
SID000836,JasonStreet,outgoing,72
SID000836,JulieTaylor,outgoing,21
SID000836,LandryClarke,outgoing,66
SID000836,LylaGarrity,outgoing,50
SID000836,MattSaracen,outgoing,34
SID000836,SmashWilliams,outgoing,76
SID000836,TamiTaylor,outgoing,72
SID000836,TimRiggins,outgoing,61
SID000836,TyraCollette,outgoing,63
SID000836,BuddyGarrity,romantic,33
SID000836,CoachTaylor,romantic,68
SID000836,JasonStreet,romantic,74
SID000836,JulieTaylor,romantic,4
SID000836,LandryClarke,romantic,18
SID000836,LylaGarrity,romantic,50
SID000836,MattSaracen,romantic,37
SID000836,SmashWilliams,romantic,50
SID000836,TamiTaylor,romantic,54
SID000836,TimRiggins,romantic,94
SID000836,TyraCollette,romantic,76
SID000836,BuddyGarrity,stubborn,98
SID000836,CoachTaylor,stubborn,92
SID000836,JasonStreet,stubborn,81
SID000836,JulieTaylor,stubborn,73
SID000836,LandryClarke,stubborn,81
SID000836,LylaGarrity,stubborn,50
SID000836,MattSaracen,stubborn,50
SID000836,SmashWilliams,stubborn,74
SID000836,TamiTaylor,stubborn,63
SID000836,TimRiggins,stubborn,74
SID000836,TyraCollette,stubborn,72
SID000836,BuddyGarrity,trustworthy,9
SID000836,CoachTaylor,trustworthy,94
SID000836,JasonStreet,trustworthy,61
SID000836,JulieTaylor,trustworthy,78
SID000836,LandryClarke,trustworthy,33
SID000836,LylaGarrity,trustworthy,50
SID000836,MattSaracen,trustworthy,70
SID000836,SmashWilliams,trustworthy,25
SID000836,TamiTaylor,trustworthy,100
SID000836,TimRiggins,trustworthy,17
SID000836,TyraCollette,trustworthy,66
SID000839,BuddyGarrity,annoy,100
SID000839,CoachTaylor,annoy,75
SID000839,JasonStreet,annoy,54
SID000839,JulieTaylor,annoy,68
SID000839,LandryClarke,annoy,55
SID000839,LylaGarrity,annoy,61
SID000839,MattSaracen,annoy,18
SID000839,SmashWilliams,annoy,95
SID000839,TamiTaylor,annoy,25
SID000839,TimRiggins,annoy,21
SID000839,TyraCollette,annoy,58
SID000839,BuddyGarrity,appearance,50
SID000839,CoachTaylor,appearance,34
SID000839,JasonStreet,appearance,50
SID000839,JulieTaylor,appearance,50
SID000839,LandryClarke,appearance,69
SID000839,LylaGarrity,appearance,76
SID000839,MattSaracen,appearance,50
SID000839,SmashWilliams,appearance,81
SID000839,TamiTaylor,appearance,50
SID000839,TimRiggins,appearance,10
SID000839,TyraCollette,appearance,92
SID000839,BuddyGarrity,attractive,11
SID000839,CoachTaylor,attractive,87
SID000839,JasonStreet,attractive,98
SID000839,JulieTaylor,attractive,93
SID000839,LandryClarke,attractive,51
SID000839,LylaGarrity,attractive,94
SID000839,MattSaracen,attractive,66
SID000839,SmashWilliams,attractive,68
SID000839,TamiTaylor,attractive,90
SID000839,TimRiggins,attractive,100
SID000839,TyraCollette,attractive,98
SID000839,BuddyGarrity,brag,88
SID000839,CoachTaylor,brag,34
SID000839,JasonStreet,brag,30
SID000839,JulieTaylor,brag,50
SID000839,LandryClarke,brag,45
SID000839,LylaGarrity,brag,56
SID000839,MattSaracen,brag,27
SID000839,SmashWilliams,brag,88
SID000839,TamiTaylor,brag,29
SID000839,TimRiggins,brag,27
SID000839,TyraCollette,brag,69
SID000839,BuddyGarrity,charismatic,50
SID000839,CoachTaylor,charismatic,73
SID000839,JasonStreet,charismatic,100
SID000839,JulieTaylor,charismatic,50
SID000839,LandryClarke,charismatic,62
SID000839,LylaGarrity,charismatic,44
SID000839,MattSaracen,charismatic,67
SID000839,SmashWilliams,charismatic,25
SID000839,TamiTaylor,charismatic,65
SID000839,TimRiggins,charismatic,14
SID000839,TyraCollette,charismatic,35
SID000839,BuddyGarrity,empathy,50
SID000839,CoachTaylor,empathy,60
SID000839,JasonStreet,empathy,50
SID000839,JulieTaylor,empathy,50
SID000839,LandryClarke,empathy,86
SID000839,LylaGarrity,empathy,53
SID000839,MattSaracen,empathy,73
SID000839,SmashWilliams,empathy,18
SID000839,TamiTaylor,empathy,83
SID000839,TimRiggins,empathy,28
SID000839,TyraCollette,empathy,36
SID000839,BuddyGarrity,funny,50
SID000839,CoachTaylor,funny,50
SID000839,JasonStreet,funny,50
SID000839,JulieTaylor,funny,64
SID000839,LandryClarke,funny,87
SID000839,LylaGarrity,funny,45
SID000839,MattSaracen,funny,34
SID000839,SmashWilliams,funny,29
SID000839,TamiTaylor,funny,73
SID000839,TimRiggins,funny,24
SID000839,TyraCollette,funny,66
SID000839,BuddyGarrity,hardworking,50
SID000839,CoachTaylor,hardworking,94
SID000839,JasonStreet,hardworking,74
SID000839,JulieTaylor,hardworking,75
SID000839,LandryClarke,hardworking,32
SID000839,LylaGarrity,hardworking,70
SID000839,MattSaracen,hardworking,78
SID000839,SmashWilliams,hardworking,87
SID000839,TamiTaylor,hardworking,74
SID000839,TimRiggins,hardworking,49
SID000839,TyraCollette,hardworking,34
SID000839,BuddyGarrity,impulsive,50
SID000839,CoachTaylor,impulsive,75
SID000839,JasonStreet,impulsive,71
SID000839,JulieTaylor,impulsive,26
SID000839,LandryClarke,impulsive,62
SID000839,LylaGarrity,impulsive,58
SID000839,MattSaracen,impulsive,75
SID000839,SmashWilliams,impulsive,83
SID000839,TamiTaylor,impulsive,32
SID000839,TimRiggins,impulsive,70
SID000839,TyraCollette,impulsive,66
SID000839,BuddyGarrity,independent,50
SID000839,CoachTaylor,independent,73
SID000839,JasonStreet,independent,50
SID000839,JulieTaylor,independent,66
SID000839,LandryClarke,independent,50
SID000839,LylaGarrity,independent,42
SID000839,MattSaracen,independent,94
SID000839,SmashWilliams,independent,64
SID000839,TamiTaylor,independent,67
SID000839,TimRiggins,independent,87
SID000839,TyraCollette,independent,82
SID000839,BuddyGarrity,intelligent,52
SID000839,CoachTaylor,intelligent,74
SID000839,JasonStreet,intelligent,67
SID000839,JulieTaylor,intelligent,83
SID000839,LandryClarke,intelligent,78
SID000839,LylaGarrity,intelligent,61
SID000839,MattSaracen,intelligent,73
SID000839,SmashWilliams,intelligent,33
SID000839,TamiTaylor,intelligent,60
SID000839,TimRiggins,intelligent,52
SID000839,TyraCollette,intelligent,50
SID000839,BuddyGarrity,outgoing,33
SID000839,CoachTaylor,outgoing,9
SID000839,JasonStreet,outgoing,63
SID000839,JulieTaylor,outgoing,50
SID000839,LandryClarke,outgoing,60
SID000839,LylaGarrity,outgoing,48
SID000839,MattSaracen,outgoing,50
SID000839,SmashWilliams,outgoing,54
SID000839,TamiTaylor,outgoing,73
SID000839,TimRiggins,outgoing,41
SID000839,TyraCollette,outgoing,46
SID000839,BuddyGarrity,romantic,71
SID000839,CoachTaylor,romantic,50
SID000839,JasonStreet,romantic,99
SID000839,JulieTaylor,romantic,74
SID000839,LandryClarke,romantic,48
SID000839,LylaGarrity,romantic,74
SID000839,MattSaracen,romantic,50
SID000839,SmashWilliams,romantic,76
SID000839,TamiTaylor,romantic,71
SID000839,TimRiggins,romantic,50
SID000839,TyraCollette,romantic,92
SID000839,BuddyGarrity,stubborn,73
SID000839,CoachTaylor,stubborn,83
SID000839,JasonStreet,stubborn,74
SID000839,JulieTaylor,stubborn,80
SID000839,LandryClarke,stubborn,50
SID000839,LylaGarrity,stubborn,58
SID000839,MattSaracen,stubborn,61
SID000839,SmashWilliams,stubborn,75
SID000839,TamiTaylor,stubborn,41
SID000839,TimRiggins,stubborn,95
SID000839,TyraCollette,stubborn,67
SID000839,BuddyGarrity,trustworthy,10
SID000839,CoachTaylor,trustworthy,50
SID000839,JasonStreet,trustworthy,63
SID000839,JulieTaylor,trustworthy,66
SID000839,LandryClarke,trustworthy,68
SID000839,LylaGarrity,trustworthy,55
SID000839,MattSaracen,trustworthy,84
SID000839,SmashWilliams,trustworthy,7
SID000839,TamiTaylor,trustworthy,67
SID000839,TimRiggins,trustworthy,65
SID000839,TyraCollette,trustworthy,20
SID000841,BuddyGarrity,annoy,100
SID000841,CoachTaylor,annoy,100
SID000841,JasonStreet,annoy,24
SID000841,JulieTaylor,annoy,100
SID000841,LandryClarke,annoy,59
SID000841,LylaGarrity,annoy,100
SID000841,MattSaracen,annoy,3
SID000841,SmashWilliams,annoy,89
SID000841,TamiTaylor,annoy,22
SID000841,TimRiggins,annoy,20
SID000841,TyraCollette,annoy,70
SID000841,BuddyGarrity,appearance,19
SID000841,CoachTaylor,appearance,87
SID000841,JasonStreet,appearance,86
SID000841,JulieTaylor,appearance,66
SID000841,LandryClarke,appearance,37
SID000841,LylaGarrity,appearance,97
SID000841,MattSaracen,appearance,67
SID000841,SmashWilliams,appearance,69
SID000841,TamiTaylor,appearance,81
SID000841,TimRiggins,appearance,84
SID000841,TyraCollette,appearance,92
SID000841,BuddyGarrity,attractive,0
SID000841,CoachTaylor,attractive,0
SID000841,JasonStreet,attractive,81
SID000841,JulieTaylor,attractive,100
SID000841,LandryClarke,attractive,50
SID000841,LylaGarrity,attractive,100
SID000841,MattSaracen,attractive,82
SID000841,SmashWilliams,attractive,91
SID000841,TamiTaylor,attractive,64
SID000841,TimRiggins,attractive,100
SID000841,TyraCollette,attractive,100
SID000841,BuddyGarrity,brag,100
SID000841,CoachTaylor,brag,100
SID000841,JasonStreet,brag,26
SID000841,JulieTaylor,brag,34
SID000841,LandryClarke,brag,32
SID000841,LylaGarrity,brag,85
SID000841,MattSaracen,brag,0
SID000841,SmashWilliams,brag,100
SID000841,TamiTaylor,brag,39
SID000841,TimRiggins,brag,50
SID000841,TyraCollette,brag,82
SID000841,BuddyGarrity,charismatic,56
SID000841,CoachTaylor,charismatic,5
SID000841,JasonStreet,charismatic,67
SID000841,JulieTaylor,charismatic,32
SID000841,LandryClarke,charismatic,61
SID000841,LylaGarrity,charismatic,39
SID000841,MattSaracen,charismatic,54
SID000841,SmashWilliams,charismatic,75
SID000841,TamiTaylor,charismatic,56
SID000841,TimRiggins,charismatic,36
SID000841,TyraCollette,charismatic,55
SID000841,BuddyGarrity,empathy,26
SID000841,CoachTaylor,empathy,84
SID000841,JasonStreet,empathy,100
SID000841,JulieTaylor,empathy,60
SID000841,LandryClarke,empathy,70
SID000841,LylaGarrity,empathy,81
SID000841,MattSaracen,empathy,100
SID000841,SmashWilliams,empathy,31
SID000841,TamiTaylor,empathy,97
SID000841,TimRiggins,empathy,25
SID000841,TyraCollette,empathy,79
SID000841,BuddyGarrity,funny,0
SID000841,CoachTaylor,funny,7
SID000841,JasonStreet,funny,25
SID000841,JulieTaylor,funny,50
SID000841,LandryClarke,funny,0
SID000841,LylaGarrity,funny,6
SID000841,MattSaracen,funny,44
SID000841,SmashWilliams,funny,20
SID000841,TamiTaylor,funny,53
SID000841,TimRiggins,funny,17
SID000841,TyraCollette,funny,35
SID000841,BuddyGarrity,hardworking,25
SID000841,CoachTaylor,hardworking,55
SID000841,JasonStreet,hardworking,82
SID000841,JulieTaylor,hardworking,87
SID000841,LandryClarke,hardworking,26
SID000841,LylaGarrity,hardworking,64
SID000841,MattSaracen,hardworking,100
SID000841,SmashWilliams,hardworking,67
SID000841,TamiTaylor,hardworking,78
SID000841,TimRiggins,hardworking,31
SID000841,TyraCollette,hardworking,6
SID000841,BuddyGarrity,impulsive,69
SID000841,CoachTaylor,impulsive,96
SID000841,JasonStreet,impulsive,59
SID000841,JulieTaylor,impulsive,11
SID000841,LandryClarke,impulsive,60
SID000841,LylaGarrity,impulsive,97
SID000841,MattSaracen,impulsive,100
SID000841,SmashWilliams,impulsive,87
SID000841,TamiTaylor,impulsive,19
SID000841,TimRiggins,impulsive,87
SID000841,TyraCollette,impulsive,71
SID000841,BuddyGarrity,independent,96
SID000841,CoachTaylor,independent,24
SID000841,JasonStreet,independent,5
SID000841,JulieTaylor,independent,0
SID000841,LandryClarke,independent,83
SID000841,LylaGarrity,independent,27
SID000841,MattSaracen,independent,100
SID000841,SmashWilliams,independent,61
SID000841,TamiTaylor,independent,78
SID000841,TimRiggins,independent,100
SID000841,TyraCollette,independent,69
SID000841,BuddyGarrity,intelligent,4
SID000841,CoachTaylor,intelligent,10
SID000841,JasonStreet,intelligent,56
SID000841,JulieTaylor,intelligent,91
SID000841,LandryClarke,intelligent,27
SID000841,LylaGarrity,intelligent,25
SID000841,MattSaracen,intelligent,74
SID000841,SmashWilliams,intelligent,21
SID000841,TamiTaylor,intelligent,72
SID000841,TimRiggins,intelligent,17
SID000841,TyraCollette,intelligent,16
SID000841,BuddyGarrity,outgoing,57
SID000841,CoachTaylor,outgoing,30
SID000841,JasonStreet,outgoing,68
SID000841,JulieTaylor,outgoing,0
SID000841,LandryClarke,outgoing,63
SID000841,LylaGarrity,outgoing,13
SID000841,MattSaracen,outgoing,29
SID000841,SmashWilliams,outgoing,95
SID000841,TamiTaylor,outgoing,56
SID000841,TimRiggins,outgoing,32
SID000841,TyraCollette,outgoing,64
SID000841,BuddyGarrity,romantic,30
SID000841,CoachTaylor,romantic,79
SID000841,JasonStreet,romantic,67
SID000841,JulieTaylor,romantic,60
SID000841,LandryClarke,romantic,67
SID000841,LylaGarrity,romantic,80
SID000841,MattSaracen,romantic,90
SID000841,SmashWilliams,romantic,23
SID000841,TamiTaylor,romantic,98
SID000841,TimRiggins,romantic,66
SID000841,TyraCollette,romantic,59
SID000841,BuddyGarrity,stubborn,98
SID000841,CoachTaylor,stubborn,100
SID000841,JasonStreet,stubborn,59
SID000841,JulieTaylor,stubborn,24
SID000841,LandryClarke,stubborn,59
SID000841,LylaGarrity,stubborn,78
SID000841,MattSaracen,stubborn,58
SID000841,SmashWilliams,stubborn,95
SID000841,TamiTaylor,stubborn,23
SID000841,TimRiggins,stubborn,97
SID000841,TyraCollette,stubborn,81
SID000841,BuddyGarrity,trustworthy,18
SID000841,CoachTaylor,trustworthy,75
SID000841,JasonStreet,trustworthy,79
SID000841,JulieTaylor,trustworthy,71
SID000841,LandryClarke,trustworthy,63
SID000841,LylaGarrity,trustworthy,13
SID000841,MattSaracen,trustworthy,100
SID000841,SmashWilliams,trustworthy,17
SID000841,TamiTaylor,trustworthy,89
SID000841,TimRiggins,trustworthy,22
SID000841,TyraCollette,trustworthy,20
SID000857,BuddyGarrity,annoy,100
SID000857,CoachTaylor,annoy,0
SID000857,JasonStreet,annoy,0
SID000857,JulieTaylor,annoy,73
SID000857,LandryClarke,annoy,0
SID000857,LylaGarrity,annoy,100
SID000857,MattSaracen,annoy,0
SID000857,SmashWilliams,annoy,79
SID000857,TamiTaylor,annoy,0
SID000857,TimRiggins,annoy,33
SID000857,TyraCollette,annoy,77
SID000857,BuddyGarrity,appearance,70
SID000857,CoachTaylor,appearance,60
SID000857,JasonStreet,appearance,82
SID000857,JulieTaylor,appearance,79
SID000857,LandryClarke,appearance,59
SID000857,LylaGarrity,appearance,100
SID000857,MattSaracen,appearance,67
SID000857,SmashWilliams,appearance,100
SID000857,TamiTaylor,appearance,50
SID000857,TimRiggins,appearance,0
SID000857,TyraCollette,appearance,100
SID000857,BuddyGarrity,attractive,0
SID000857,CoachTaylor,attractive,0
SID000857,JasonStreet,attractive,0
SID000857,JulieTaylor,attractive,25
SID000857,LandryClarke,attractive,0
SID000857,LylaGarrity,attractive,50
SID000857,MattSaracen,attractive,0
SID000857,SmashWilliams,attractive,0
SID000857,TamiTaylor,attractive,62
SID000857,TimRiggins,attractive,0
SID000857,TyraCollette,attractive,75
SID000857,BuddyGarrity,brag,81
SID000857,CoachTaylor,brag,0
SID000857,JasonStreet,brag,0
SID000857,JulieTaylor,brag,31
SID000857,LandryClarke,brag,25
SID000857,LylaGarrity,brag,50
SID000857,MattSaracen,brag,0
SID000857,SmashWilliams,brag,100
SID000857,TamiTaylor,brag,0
SID000857,TimRiggins,brag,22
SID000857,TyraCollette,brag,50
SID000857,BuddyGarrity,charismatic,0
SID000857,CoachTaylor,charismatic,84
SID000857,JasonStreet,charismatic,68
SID000857,JulieTaylor,charismatic,0
SID000857,LandryClarke,charismatic,18
SID000857,LylaGarrity,charismatic,0
SID000857,MattSaracen,charismatic,81
SID000857,SmashWilliams,charismatic,78
SID000857,TamiTaylor,charismatic,78
SID000857,TimRiggins,charismatic,64
SID000857,TyraCollette,charismatic,50
SID000857,BuddyGarrity,empathy,0
SID000857,CoachTaylor,empathy,70
SID000857,JasonStreet,empathy,73
SID000857,JulieTaylor,empathy,31
SID000857,LandryClarke,empathy,50
SID000857,LylaGarrity,empathy,78
SID000857,MattSaracen,empathy,50
SID000857,SmashWilliams,empathy,0
SID000857,TamiTaylor,empathy,100
SID000857,TimRiggins,empathy,26
SID000857,TyraCollette,empathy,50
SID000857,BuddyGarrity,funny,0
SID000857,CoachTaylor,funny,0
SID000857,JasonStreet,funny,0
SID000857,JulieTaylor,funny,0
SID000857,LandryClarke,funny,63
SID000857,LylaGarrity,funny,0
SID000857,MattSaracen,funny,0
SID000857,SmashWilliams,funny,0
SID000857,TamiTaylor,funny,0
SID000857,TimRiggins,funny,0
SID000857,TyraCollette,funny,0
SID000857,BuddyGarrity,hardworking,0
SID000857,CoachTaylor,hardworking,100
SID000857,JasonStreet,hardworking,100
SID000857,JulieTaylor,hardworking,50
SID000857,LandryClarke,hardworking,50
SID000857,LylaGarrity,hardworking,0
SID000857,MattSaracen,hardworking,100
SID000857,SmashWilliams,hardworking,81
SID000857,TamiTaylor,hardworking,100
SID000857,TimRiggins,hardworking,50
SID000857,TyraCollette,hardworking,50
SID000857,BuddyGarrity,impulsive,62
SID000857,CoachTaylor,impulsive,19
SID000857,JasonStreet,impulsive,50
SID000857,JulieTaylor,impulsive,0
SID000857,LandryClarke,impulsive,0
SID000857,LylaGarrity,impulsive,69
SID000857,MattSaracen,impulsive,63
SID000857,SmashWilliams,impulsive,100
SID000857,TamiTaylor,impulsive,0
SID000857,TimRiggins,impulsive,100
SID000857,TyraCollette,impulsive,100
SID000857,BuddyGarrity,independent,71
SID000857,CoachTaylor,independent,100
SID000857,JasonStreet,independent,78
SID000857,JulieTaylor,independent,35
SID000857,LandryClarke,independent,23
SID000857,LylaGarrity,independent,0
SID000857,MattSaracen,independent,65
SID000857,SmashWilliams,independent,100
SID000857,TamiTaylor,independent,81
SID000857,TimRiggins,independent,100
SID000857,TyraCollette,independent,76
SID000857,BuddyGarrity,intelligent,0
SID000857,CoachTaylor,intelligent,84
SID000857,JasonStreet,intelligent,77
SID000857,JulieTaylor,intelligent,50
SID000857,LandryClarke,intelligent,34
SID000857,LylaGarrity,intelligent,0
SID000857,MattSaracen,intelligent,84
SID000857,SmashWilliams,intelligent,0
SID000857,TamiTaylor,intelligent,76
SID000857,TimRiggins,intelligent,30
SID000857,TyraCollette,intelligent,50
SID000857,BuddyGarrity,outgoing,73
SID000857,CoachTaylor,outgoing,82
SID000857,JasonStreet,outgoing,100
SID000857,JulieTaylor,outgoing,50
SID000857,LandryClarke,outgoing,0
SID000857,LylaGarrity,outgoing,80
SID000857,MattSaracen,outgoing,20
SID000857,SmashWilliams,outgoing,100
SID000857,TamiTaylor,outgoing,80
SID000857,TimRiggins,outgoing,19
SID000857,TyraCollette,outgoing,50
SID000857,BuddyGarrity,romantic,0
SID000857,CoachTaylor,romantic,60
SID000857,JasonStreet,romantic,100
SID000857,JulieTaylor,romantic,50
SID000857,LandryClarke,romantic,29
SID000857,LylaGarrity,romantic,59
SID000857,MattSaracen,romantic,80
SID000857,SmashWilliams,romantic,50
SID000857,TamiTaylor,romantic,81
SID000857,TimRiggins,romantic,50
SID000857,TyraCollette,romantic,50
SID000857,BuddyGarrity,stubborn,100
SID000857,CoachTaylor,stubborn,77
SID000857,JasonStreet,stubborn,80
SID000857,JulieTaylor,stubborn,50
SID000857,LandryClarke,stubborn,23
SID000857,LylaGarrity,stubborn,59
SID000857,MattSaracen,stubborn,66
SID000857,SmashWilliams,stubborn,100
SID000857,TamiTaylor,stubborn,70
SID000857,TimRiggins,stubborn,100
SID000857,TyraCollette,stubborn,76
SID000857,BuddyGarrity,trustworthy,0
SID000857,CoachTaylor,trustworthy,100
SID000857,JasonStreet,trustworthy,79
SID000857,JulieTaylor,trustworthy,50
SID000857,LandryClarke,trustworthy,100
SID000857,LylaGarrity,trustworthy,0
SID000857,MattSaracen,trustworthy,80
SID000857,SmashWilliams,trustworthy,0
SID000857,TamiTaylor,trustworthy,100
SID000857,TimRiggins,trustworthy,0
SID000857,TyraCollette,trustworthy,24
SID000860,BuddyGarrity,annoy,99
SID000860,CoachTaylor,annoy,88
SID000860,JasonStreet,annoy,52
SID000860,JulieTaylor,annoy,62
SID000860,LandryClarke,annoy,55
SID000860,LylaGarrity,annoy,93
SID000860,MattSaracen,annoy,52
SID000860,SmashWilliams,annoy,97
SID000860,TamiTaylor,annoy,55
SID000860,TimRiggins,annoy,100
SID000860,TyraCollette,annoy,53
SID000860,BuddyGarrity,appearance,23
SID000860,CoachTaylor,appearance,95
SID000860,JasonStreet,appearance,72
SID000860,JulieTaylor,appearance,81
SID000860,LandryClarke,appearance,40
SID000860,LylaGarrity,appearance,90
SID000860,MattSaracen,appearance,44
SID000860,SmashWilliams,appearance,79
SID000860,TamiTaylor,appearance,67
SID000860,TimRiggins,appearance,82
SID000860,TyraCollette,appearance,80
SID000860,BuddyGarrity,attractive,0
SID000860,CoachTaylor,attractive,36
SID000860,JasonStreet,attractive,68
SID000860,JulieTaylor,attractive,56
SID000860,LandryClarke,attractive,2
SID000860,LylaGarrity,attractive,11
SID000860,MattSaracen,attractive,78
SID000860,SmashWilliams,attractive,0
SID000860,TamiTaylor,attractive,57
SID000860,TimRiggins,attractive,54
SID000860,TyraCollette,attractive,7
SID000860,BuddyGarrity,brag,52
SID000860,CoachTaylor,brag,86
SID000860,JasonStreet,brag,14
SID000860,JulieTaylor,brag,20
SID000860,LandryClarke,brag,19
SID000860,LylaGarrity,brag,39
SID000860,MattSaracen,brag,0
SID000860,SmashWilliams,brag,84
SID000860,TamiTaylor,brag,17
SID000860,TimRiggins,brag,68
SID000860,TyraCollette,brag,13
SID000860,BuddyGarrity,charismatic,8
SID000860,CoachTaylor,charismatic,57
SID000860,JasonStreet,charismatic,37
SID000860,JulieTaylor,charismatic,60
SID000860,LandryClarke,charismatic,29
SID000860,LylaGarrity,charismatic,41
SID000860,MattSaracen,charismatic,98
SID000860,SmashWilliams,charismatic,4
SID000860,TamiTaylor,charismatic,76
SID000860,TimRiggins,charismatic,3
SID000860,TyraCollette,charismatic,57
SID000860,BuddyGarrity,empathy,6
SID000860,CoachTaylor,empathy,81
SID000860,JasonStreet,empathy,53
